investigation_event,location,sample_id,depth_ft,is_background,analyte,value_mgkg,qualifier,value_type,notes
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB33-0.0,0.0,False,Lead,28,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB33-0.0,0.0,False,Strontium,63,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB33-4.0,4.0,False,Arsenic,0.33,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB33-4.0,4.0,False,Barium,50,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB33-4.0,4.0,False,Lead,1.6,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB33-4.0,4.0,False,Strontium,20,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB34-0.0,0.0,False,Arsenic,0.57,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB34-0.0,0.0,False,Barium,200,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB34-0.0,0.0,False,Lead,22,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB34-0.0,0.0,False,Strontium,22,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB34-3.0,3.0,False,Arsenic,0.35,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB34-3.0,3.0,False,Barium,45,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB34-3.0,3.0,False,Lead,1.3,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB34-3.0,3.0,False,Strontium,58,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB35-0.0,0.0,False,Arsenic,1.2,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB35-0.0,0.0,False,Barium,590,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB35-0.0,0.0,False,Lead,26,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB35-0.0,0.0,False,Strontium,71,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB35-4.0,4.0,False,Arsenic,0.25,ND,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB35-4.0,4.0,False,Barium,42,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB35-4.0,4.0,False,Lead,1.3,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
2012 SSI - Fenceline Borings (Sept 2012),Stockpile 3 - NORTH AND NORTHEAST SIDE,FB35-4.0,4.0,False,Strontium,14,,detection,"SSI Report Table 2 (Fenceline Borings - Title 22 Metals), PDF pp.35-38"
"Background (Shaw 2009 Final PEA, reproduced in SSI Report Table 2)","Background (offsite reference, composite)",background_composite,,True,Arsenic,1.2,,background_95UCL,"SSI Report Table 2 footnote 1, PDF pp.35-38; source: Final PEA, Shaw 2009"
"Background (Shaw 2009 Final PEA, reproduced in SSI Report Table 2)","Background (offsite reference, composite)",background_composite,,True,Arsenic,0.97,,background_mean,"SSI Report Table 2 footnote 1, PDF pp.35-38; source: Final PEA, Shaw 2009"
"Background (Shaw 2009 Final PEA, reproduced in SSI Report Table 2)","Background (offsite reference, composite)",background_composite,,True,Barium,72.8,,background_95UCL,"SSI Report Table 2 footnote 1, PDF pp.35-38; source: Final PEA, Shaw 2009"
"Background (Shaw 2009 Final PEA, reproduced in SSI Report Table 2)","Background (offsite reference, composite)",background_composite,,True,Barium,63.5,,background_mean,"SSI Report Table 2 footnote 1, PDF pp.35-38; source: Final PEA, Shaw 2009"
"Background (Shaw 2009 Final PEA, reproduced in SSI Report Table 2)","Background (offsite reference, composite)",background_composite,,True,Lead,2.0,,background_95UCL,"SSI Report Table 2 footnote 1, PDF pp.35-38; source: Final PEA, Shaw 2009"
"Background (Shaw 2009 Final PEA, reproduced in SSI Report Table 2)","Background (offsite reference, composite)",background_composite,,True,Lead,1.8,,background_mean,"SSI Report Table 2 footnote 1, PDF pp.35-38; source: Final PEA, Shaw 2009"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 1 - West End,PB1-0.0,0.0,False,Barium,130,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 1 - West End,PB2-0.0,0.0,False,Barium,97,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 1 - West End,PB3-0.0,0.0,False,Barium,160,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 1 - West End,PB4-0.0,0.0,False,Barium,120,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 1 - West End,PB5-0.0,0.0,False,Barium,100,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 1 - East End,PB6-0.0,0.0,False,Barium,170,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 1 - East End,PB7-0.0,0.0,False,Barium,210,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 1 - East End,PB8-0.0,0.0,False,Barium,170,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 1 - East End,PB9-0.0,0.0,False,Barium,210,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 2 - West End,PB10-0.0,0.0,False,Barium,190,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 2 - West End,PB11-0.0,0.0,False,Barium,280,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 2 - South Side East End,PB12-0.0,0.0,False,Barium,190,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 2 - South Side East End,PB13-0.0,0.0,False,Barium,240,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 2 - South Side East End,PB14-0.0,0.0,False,Barium,76,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 2 - South Side East End,PB15-0.0,0.0,False,Barium,790,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 2 - North Side East End,PB16-0.0,0.0,False,Barium,960,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 2 - North Side East End,PB17-0.0,0.0,False,Barium,1100,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 2 - North Side East End,PB18-0.0,0.0,False,Barium,860,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 3 - Southwest Side and South End,PB19-0.0,0.0,False,Barium,170,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 3 - Southwest Side and South End,PB20-0.0,0.0,False,Barium,980,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 3 - Southwest Side and South End,PB21-0.0,0.0,False,Barium,710,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 3 - Southwest Side and South End,PB22-0.0,0.0,False,Barium,1500,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 3 - Southwest Side and South End,PB23-0.0,0.0,False,Barium,1600,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 3 - Southwest Side and South End,PB24-0.0,0.0,False,Barium,230,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 3 - Southwest Side and South End,PB25-0.0,0.0,False,Barium,180,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 3 - Southwest Side and South End,PB26-0.0,0.0,False,Barium,230,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 3 - Southwest Side and South End,PB27-0.0,0.0,False,Barium,180,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Perimeter Borings (Sept 2012),Stockpile 3 - Southwest Side and South End,PB28-0.0,0.0,False,Barium,130,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Perimeter Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 2,CB1-0.0,0.0,False,Barium,58,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 2,CB1-4.0,4.0,False,Barium,170,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 2,CB1-9.0,9.0,False,Barium,82,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 2,CB1-14.0,14.0,False,Barium,1400,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 2,CB1-19.0,19.0,False,Barium,60000,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set) -- EXTREME DEEP VALUE, re-verified against page image (QA)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 2,CB2-0.0,0.0,False,Barium,110,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 2,CB2-4.0,4.0,False,Barium,70,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 2,CB2-7.0,7.0,False,Barium,470,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 2,CB2-9.0,9.0,False,Barium,870,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 2,CB2-11.0,11.0,False,Barium,130000,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set) -- EXTREME DEEP VALUE, re-verified against page image (QA)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 2,CB2-16.0,16.0,False,Barium,97000,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set) -- EXTREME DEEP VALUE, re-verified against page image (QA)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 2,CB2-18.0,18.0,False,Barium,300,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 2,CB3-0.0,0.0,False,Barium,280,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 2,CB3-4.0,4.0,False,Barium,95000,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set) -- EXTREME DEEP VALUE, re-verified against page image (QA)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 2,CB3-9.0,9.0,False,Barium,53000,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set) -- EXTREME DEEP VALUE, re-verified against page image (QA)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 2,CB3-14.0,14.0,False,Barium,100,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 3,CB4-0.0,0.0,False,Barium,100,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 3,CB4-4.0,4.0,False,Barium,71,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 3,CB4-9.0,9.0,False,Barium,88,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 3,CB4-14.0,14.0,False,Barium,68,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 3,CB4-19.0,19.0,False,Barium,210,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 3,CB5-0.0,0.0,False,Barium,85,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 3,CB5-4.0,4.0,False,Barium,70,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 3,CB5-6.0,6.0,False,Barium,87000,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set) -- EXTREME DEEP VALUE, re-verified against page image (QA)"
2012 SSI - Cadmium Borings (Sept 2012),Stockpile 3,CB5-10.0,10.0,False,Barium,77,,detection,"SSI Report Table 3 (Barium and Cadmium), PDF pp.39-41; Cadmium Borings analyzed for barium/cadmium only, not full Title 22 panel (Arsenic/Lead/Strontium not analyzed for this boring set)"
"Background (Shaw 2009 Final PEA, reproduced in SSI Report Table 3)","Background (offsite reference, composite)",background_composite,,True,Barium,72.8,,background_95UCL,"SSI Report Table 3 footnote 1, PDF pp.39-41; source: Final PEA, Shaw 2009"
"Background (Shaw 2009 Final PEA, reproduced in SSI Report Table 3)","Background (offsite reference, composite)",background_composite,,True,Barium,63.5,,background_mean,"SSI Report Table 3 footnote 1, PDF pp.39-41; source: Final PEA, Shaw 2009"
